obj,time,method,robj
431.7733066692581,0.0,EM,243.54053978261248
291.5747478279566,0.17956245,EM,103.34198094131102
239.05887073335654,0.223310593,EM,50.82610384671094
217.98634633859206,0.26385190199999997,EM,29.753579451946454
208.4321631356812,0.32140604199999995,EM,20.199396249035605
203.5761875781316,0.49625830299999996,EM,15.343420691485994
200.86577674582173,0.5382314199999999,EM,12.633009859176132
199.23235915918775,0.5793747459999999,EM,10.99959227254215
198.18082311862108,0.6213497689999999,EM,9.948056231975476
197.4619122669211,0.66177921,EM,9.229145380275503
196.94171202591895,0.719205035,EM,8.708945139273345
196.54459222013358,0.893913033,EM,8.31182533348798
196.22618886372697,0.936452724,EM,7.993421977081374
195.95972196706128,0.976454933,EM,7.726955080415683
195.7286692950907,1.018663462,EM,7.495902408445096
195.52265978289134,1.058197834,EM,7.289892896245737
195.33508555442006,1.115278626,EM,7.10231866777446
195.16167322278784,1.291231277,EM,6.928906336142239
194.99961103105085,1.333380017,EM,6.766844144405246
194.84700791341442,1.373655394,EM,6.6142410267688145
194.70255535463662,1.4158210420000001,EM,6.469788467991014
194.56531515492986,1.4565750320000002,EM,6.3325482682842615
194.43458612928424,1.512771145,EM,6.20181924263864
194.30982051408608,1.6877265650000002,EM,6.077053627440483
194.190571681118,1.7298141230000001,EM,5.9578047944724
194.07646150919865,1.770668254,EM,5.84369462255305
193.9671600321011,1.81315552,EM,5.734393145455504
193.86237270048025,1.853335203,EM,5.629605813834649
193.76183233068753,1.9114832110000002,EM,5.529065444041924
193.66529391758306,2.0868219740000002,EM,5.432527030937456
193.57253118698125,2.129731404,EM,5.33976430033565
193.48333420153983,2.168928985,EM,5.250567314894232
193.3975076059871,2.211336894,EM,5.1647407193415
193.31486926463867,2.2515086,EM,5.082102377993072
193.2352491454165,2.309056823,EM,5.002482258770902
193.15848836518202,2.48418802,EM,4.925721478536422
193.0844383468958,2.525190706,EM,4.851671460250207
